Dist Name,Crop,Yield
Thane,CHICKPEA,668.1538461538462
Thanjavur,MAIZE,3831.2249999999995
Thanjavur,RABI SORGHUM,3309.6073076923076
Thanjavur,RICE,3113.4615384615386
Thanjavur,GROUNDNUT,2369.730769230769
Thanjavur,SUNFLOWER,1436.3023076923077
The Nilgiris,RICE,3343.0384615384614
The Nilgiris,GROUNDNUT,797.3461538461538
The Nilgiris,FINGER MILLET,732.265
The Nilgiris,OILSEEDS,351.7569230769231
The Nilgiris,PEARL MILLET,211.53846153846155
Thirunelveli,RICE,4229.576923076923
Thirunelveli,FINGER MILLET,2626.2973076923076
Thirunelveli,GROUNDNUT,1999.1923076923076
Thirunelveli,MAIZE,1978.8296153846154
Thirunelveli,PEARL MILLET,1738.1153846153845
Thiruvananthapuram,RICE,2183.4615384615386
Thiruvananthapuram,MINOR PULSES,454.755
Thiruvananthapuram,GROUNDNUT,253.0
Thiruvananthapuram,OILSEEDS,61.00576923076923
Thiruvananthapuram,FINGER MILLET,25.641153846153845
Thrissur,RICE,2321.4615384615386
Thrissur,MINOR PULSES,491.6
Thrissur,SESAMUM,232.12615384615384
Thrissur,FINGER MILLET,76.92307692307692
Thrissur,OILSEEDS,71.37153846153845
Tikamgarh,WHEAT,1923.2346153846154
Tikamgarh,BARLEY,1803.4273076923077
Tikamgarh,GROUNDNUT,1259.8846153846155
Tikamgarh,CHICKPEA,1131.423076923077
Tikamgarh,SOYABEAN,1040.4492307692308
Tiruchirapalli / Trichy,RICE,3679.8076923076924
Tiruchirapalli / Trichy,MAIZE,2935.9965384615384
Tiruchirapalli / Trichy,GROUNDNUT,1771.9615384615386
Tiruchirapalli / Trichy,RABI SORGHUM,1601.0888461538461
Tiruchirapalli / Trichy,FINGER MILLET,1424.598076923077
Tonk,WHEAT,2315.276923076923
Tonk,BARLEY,1877.4211538461536
Tonk,SOYABEAN,1118.221923076923
Tonk,PEARL MILLET,908.4615384615385
Tonk,RAPESEED AND MUSTARD,904.1899999999999
Tumkur,RICE,2664.269230769231
Tumkur,MAIZE,2432.1446153846155
Tumkur,FINGER MILLET,1336.727307692308
Tumkur,SORGHUM,996.753076923077
Tumkur,KHARIF SORGHUM,894.4076923076923
Udaipur,WHEAT,2484.3726923076924
Udaipur,BARLEY,2014.2984615384617
Udaipur,MAIZE,1265.5561538461538
Udaipur,SOYABEAN,1100.611153846154
Udaipur,RAPESEED AND MUSTARD,959.5707692307692
Ujjain,WHEAT,2348.065769230769
Ujjain,MAIZE,1269.2284615384617
Ujjain,GROUNDNUT,1223.5384615384614
Ujjain,SOYABEAN,1040.5473076923076
Ujjain,OILSEEDS,1006.5534615384615
Unnao,WHEAT,2440.5519230769232
Unnao,RICE,1623.7692307692307
Unnao,BARLEY,1575.6765384615383
Unnao,SUNFLOWER,1498.1530769230767
Unnao,MAIZE,1197.6319230769232
Uttar Kashi,RICE,1520.8076923076924
Uttar Kashi,WHEAT,1478.645
Uttar Kashi,BARLEY,1327.85
Uttar Kashi,MAIZE,1229.4303846153846
Uttar Kashi,FINGER MILLET,1060.753846153846
Uttara Kannada,MAIZE,2695.2542307692306
Uttara Kannada,RICE,1803.9615384615386
Uttara Kannada,GROUNDNUT,1502.8461538461538
Uttara Kannada,OILSEEDS,1326.3146153846153
Uttara Kannada,FINGER MILLET,1111.6084615384616
Vadodara,WHEAT,2299.8646153846157
Vadodara,MAIZE,1561.2592307692307
Vadodara,PEARL MILLET,1439.1538461538462
Vadodara,GROUNDNUT,1437.6538461538462
Vadodara,CASTOR,1410.18
Valsad,WHEAT,2678.615769230769
Valsad,RICE,2088.0
Valsad,GROUNDNUT,1170.3846153846155
Valsad,OILSEEDS,1001.495
Valsad,KHARIF SORGHUM,944.7242307692309
Varanasi,WHEAT,2334.003846153846
Varanasi,RICE,2128.846153846154
Varanasi,BARLEY,1548.2546153846156
Varanasi,MAIZE,1325.7023076923078
Varanasi,PEARL MILLET,1141.3846153846155
Vidisha,BARLEY,1565.076153846154
Vidisha,WHEAT,1555.0261538461539
Vidisha,MAIZE,1545.7703846153845
Vidisha,GROUNDNUT,1327.5
Vidisha,KHARIF SORGHUM,1305.7869230769231
Visakhapatnam,MAIZE,2797.054230769231
Visakhapatnam,RABI SORGHUM,1876.1634615384614
Visakhapatnam,RICE,1552.4615384615386
Visakhapatnam,CHICKPEA,1247.076923076923
Visakhapatnam,GROUNDNUT,1223.0384615384614
Warangal,MAIZE,3383.296923076923
Warangal,RICE,2718.1153846153848
Warangal,GROUNDNUT,1277.8846153846155
Warangal,OILSEEDS,1033.201923076923
Warangal,SUNFLOWER,1019.9196153846153
Wardha,WHEAT,1271.663076923077
Wardha,GROUNDNUT,1033.9615384615386
Wardha,SOYABEAN,986.771923076923
Wardha,OILSEEDS,944.4223076923076
Wardha,KHARIF SORGHUM,816.4957692307692
West Godavari,MAIZE,5352.445769230769
West Godavari,OILSEEDS,3965.5096153846152
West Godavari,RICE,3287.6153846153848
West Godavari,GROUNDNUT,1976.7692307692307
West Godavari,RABI SORGHUM,1576.658846153846
Yeotmal,MAIZE,1597.2211538461538
Yeotmal,WHEAT,1222.2226923076923
Yeotmal,GROUNDNUT,1092.423076923077
Yeotmal,SOYABEAN,1088.6592307692308
Yeotmal,SORGHUM,1031.4569230769232
